epoch,step,train_loss,train_mean_squared_error,valid_loss,valid_mean_squared_error
8,5949,726648320.0,,,
8,5999,737085184.0,,,
8,6049,689482112.0,,,
8,6099,670314752.0,,,
8,6149,720602624.0,,,
8,6155,,,677489984.0,677489984.0
8,6155,,743994816.0,,
9,6199,682116352.0,,,
9,6249,731731200.0,,,
9,6299,705024384.0,,,
9,6349,640157568.0,,,
9,6399,598402432.0,,,
9,6449,687804288.0,,,
9,6499,639771648.0,,,
9,6549,630606336.0,,,
9,6599,646638848.0,,,
9,6649,617001792.0,,,
9,6699,620606464.0,,,
9,6749,593087488.0,,,
9,6799,556701568.0,,,
9,6839,,,560519808.0,560519808.0
9,6839,,617809856.0,,
10,6849,568876992.0,,,
10,6899,577253760.0,,,
10,6949,575619264.0,,,
10,6999,517160800.0,,,
10,7049,516700800.0,,,
10,7099,533171680.0,,,
10,7149,508566176.0,,,
10,7199,478737920.0,,,
10,7249,521898272.0,,,
10,7299,506728192.0,,,
10,7349,492240000.0,,,
10,7399,514993760.0,,,
10,7449,480282976.0,,,
10,7499,499184192.0,,,
10,7523,,,464546112.0,464546112.0
10,7523,,511080512.0,,
11,7549,441188480.0,,,
11,7599,458748928.0,,,
11,7649,459045056.0,,,
11,7699,430652736.0,,,
11,7749,421932608.0,,,
11,7799,420019072.0,,,
11,7849,443522784.0,,,
11,7899,406413888.0,,,
11,7949,444882592.0,,,
11,7999,397366784.0,,,
11,8049,376536928.0,,,
11,8099,389954752.0,,,
11,8149,371622336.0,,,
11,8199,380270144.0,,,
11,8207,,,388540352.0,388540352.0
11,8207,,427230688.0,,
12,8249,384578048.0,,,
12,8299,406212768.0,,,
12,8349,332139360.0,,,
12,8399,365839840.0,,,
12,8449,350726848.0,,,
12,8499,364439072.0,,,
12,8549,359039936.0,,,
12,8599,362941376.0,,,
12,8649,385730816.0,,,
12,8699,313023488.0,,,
12,8749,306867392.0,,,
12,8799,384744864.0,,,
12,8849,307575392.0,,,
12,8891,,,332053152.0,332053152.0
12,8891,,358883296.0,,
13,8899,327521312.0,,,
13,8949,307684416.0,,,
13,8999,321425600.0,,,
13,9049,315199360.0,,,
13,9099,327535232.0,,,
13,9149,319974464.0,,,
13,9199,310911040.0,,,
13,9249,316627712.0,,,
13,9299,264694560.0,,,
13,9349,300062624.0,,,
13,9399,322492992.0,,,
13,9449,315106496.0,,,
13,9499,324776000.0,,,
13,9549,285468032.0,,,
13,9575,,,295116160.0,295116160.0
13,9575,,312380992.0,,
14,9599,302489856.0,,,
14,9649,298664672.0,,,
14,9699,270386304.0,,,
14,9749,300251776.0,,,
14,9799,294827136.0,,,
14,9849,301422144.0,,,
14,9899,288957888.0,,,
14,9949,275493696.0,,,
14,9999,273978464.0,,,
14,10049,278646304.0,,,
14,10099,280999232.0,,,
14,10149,290977088.0,,,
14,10199,291697664.0,,,
14,10249,292790272.0,,,
14,10259,,,270653184.0,270653184.0
14,10259,,282646880.0,,
15,10299,276142016.0,,,
15,10349,277024864.0,,,
15,10399,271831872.0,,,
15,10449,245461504.0,,,
15,10499,243645440.0,,,
15,10549,268722240.0,,,
15,10599,252556928.0,,,
15,10649,234619104.0,,,
15,10699,232226464.0,,,
15,10749,258796944.0,,,
15,10799,245386912.0,,,
15,10849,249293232.0,,,
15,10899,259440464.0,,,
15,10943,,,255148080.0,255148080.0
15,10943,,262839728.0,,
16,10949,238991904.0,,,
16,10999,253270848.0,,,
16,11049,256659392.0,,,
16,11099,244307648.0,,,
16,11149,278615968.0,,,
16,11199,235239232.0,,,
16,11249,252282048.0,,,
16,11299,257207696.0,,,
16,11349,246596000.0,,,
16,11399,258835616.0,,,
16,11449,252193472.0,,,
16,11499,242393952.0,,,
16,11549,249405552.0,,,
16,11599,263295760.0,,,
16,11627,,,248385280.0,248385280.0
16,11627,,253887088.0,,
17,11649,254518928.0,,,
17,11699,260051424.0,,,
17,11749,265824864.0,,,
17,11799,341234240.0,,,
17,11849,303664384.0,,,
17,11899,277512960.0,,,
17,11949,297784160.0,,,
17,11999,274431296.0,,,
17,12049,287696640.0,,,
17,12099,262261952.0,,,
17,12149,288832832.0,,,
17,12199,258512368.0,,,
17,12249,279757824.0,,,
17,12299,291415360.0,,,
17,12311,,,280495072.0,280495072.0
17,12311,,277241152.0,,
18,12349,298889504.0,,,
18,12399,300556192.0,,,
18,12449,268475296.0,,,
18,12499,273520064.0,,,
18,12549,304938784.0,,,
18,12599,278378944.0,,,
18,12649,308602400.0,,,
18,12699,287656384.0,,,
18,12749,274978528.0,,,
18,12799,315004224.0,,,
18,12849,265895824.0,,,
18,12899,266623408.0,,,
18,12949,285846272.0,,,
18,12995,,,272899584.0,272899584.0
18,12995,,280159520.0,,
19,12999,284822464.0,,,
19,13049,239926176.0,,,
19,13099,259818912.0,,,
19,13149,287364672.0,,,
19,13199,245840944.0,,,
19,13249,254556272.0,,,
19,13299,279037056.0,,,
19,13349,280064960.0,,,
19,13399,287861888.0,,,
19,13449,281758016.0,,,
19,13499,279977024.0,,,
19,13549,254830016.0,,,
19,13599,265341744.0,,,
19,13649,270481184.0,,,
19,13679,,,271731168.0,271731168.0
19,13679,,270062784.0,,
20,13699,251662576.0,,,
20,13749,265829568.0,,,
20,13799,251958208.0,,,
20,13849,251506768.0,,,
20,13899,275762240.0,,,
20,13949,277798944.0,,,
20,13999,271307072.0,,,
20,14049,282869472.0,,,
20,14099,268449568.0,,,
20,14149,279520384.0,,,
20,14199,288848960.0,,,
20,14249,264198464.0,,,
20,14299,269916256.0,,,
20,14349,260379344.0,,,
20,14363,,,261405520.0,261405520.0
20,14363,,264156688.0,,
