iter	Passed	Remaining
1661	385116	194180
1662	385284	193916
1663	385457	193655
1664	385624	193391
1665	385801	193132
1666	385966	192867
1667	386138	192606
1668	386305	192342
1669	386479	192082
1670	386654	191823
1671	386841	191570
1672	387000	191302
1673	387174	191042
1674	387342	190780
1675	387522	190524
1676	387705	190269
1677	387873	190007
1678	388039	189744
1679	388214	189485
1680	388377	189221
1681	388554	188964
1682	388729	188706
1683	388907	188449
1684	389079	188189
1685	389249	187929
1686	389415	187667
1687	389597	187413
1688	389775	187157
1689	389943	186896
1690	390111	186635
1691	390286	186377
1692	390455	186117
1693	390624	185858
1694	390792	185597
1695	390957	185336
1696	391126	185076
1697	391298	184818
1698	391463	184557
1699	391635	184299
1700	391819	184047
1701	391993	183789
1702	392159	183529
1703	392329	183271
1704	392490	183008
1705	392663	182751
1706	392834	182494
1707	393002	182235
1708	393169	181976
1709	393344	181720
1710	393511	181461
1711	393672	181199
1712	393845	180943
1713	394009	180683
1714	394192	180432
1715	394362	180175
1716	394548	179925
1717	394735	179675
1718	394910	179421
1719	395094	179170
1720	395265	178914
1721	395440	178659
1722	395604	178400
1723	395783	178148
1724	395954	177892
1725	396113	177631
1726	396274	177371
1727	396442	177114
1728	396609	176857
1729	396778	176600
1730	396953	176347
1731	397131	176095
1732	397297	175838
1733	397467	175582
1734	397642	175329
1735	397808	175072
1736	397958	174808
1737	398124	174551
1738	398292	174295
1739	398459	174039
1740	398625	173783
1741	398791	173526
1742	398962	173272
1743	399142	173022
1744	399307	172766
1745	399478	172512
1746	399651	172259
1747	399818	172004
1748	399989	171750
1749	400182	171506
1750	400362	171257
1751	400540	171007
1752	400706	170751
1753	400872	170496
1754	401038	170241
1755	401209	169988
1756	401398	169743
1757	401568	169490
1758	401757	169245
1759	401923	168990
1760	402104	168742
1761	402303	168501
1762	402478	168251
1763	402649	167998
1764	402805	167740
1765	402972	167486
1766	403143	167234
1767	403302	166978
1768	403476	166727
1769	403654	166478
1770	403836	166232
1771	404012	165982
1772	404172	165726
1773	404370	165486
1774	404562	165243
1775	404747	164998
1776	404917	164746
1777	405089	164496
1778	405255	164243
1779	405434	163995
1780	405598	163742
1781	405778	163495
1782	405954	163246
1783	406122	162995
1784	406304	162749
1785	406480	162501
1786	406648	162249
1787	406815	161998
1788	406981	161746
1789	407147	161494
1790	407324	161246
1791	407491	160995
1792	407679	160752
1793	407854	160504
1794	408021	160253
1795	408186	160001
1796	408356	159752
1797	408517	159499
1798	408689	159250
1799	408853	158998
1800	409021	158748
1801	409189	158498
1802	409360	158249
1803	409526	157999
1804	409699	157751
1805	409871	157503
1806	410055	157259
1807	410221	157009
1808	410387	156759
1809	410552	156509
1810	410728	156262
1811	410903	156016
1812	411071	155767
1813	411245	155520
1814	411422	155275
1815	411584	155024
1816	411764	154779
1817	411940	154534
1818	412124	154291
1819	412313	154051
1820	412480	153802
1821	412650	153554
1822	412830	153311
1823	413003	153064
1824	413168	152815
1825	413336	152567
1826	413507	152321
1827	413682	152075
1828	413849	151827
1829	414036	151587
1830	414213	151342
1831	414377	151093
1832	414547	150847
1833	414722	150602
1834	414898	150358
1835	415064	150110
1836	415241	149866
1837	415411	149620
1838	415580	149373
1839	415744	149125
1840	415918	148881
1841	416079	148632
1842	416246	148385
1843	416430	148144
1844	416596	147897
1845	416763	147650
1846	416919	147400
1847	417081	147152
1848	417244	146904
1849	417410	146657
1850	417582	146413
1851	417748	146166
1852	417920	145922
1853	418116	145686
1854	418304	145448
1855	418488	145208
1856	418675	144969
1857	418859	144729
1858	419049	144492
1859	419257	144260
1860	419486	144036
1861	419757	143826
1862	420066	143629
1863	420360	143427
1864	421186	143406
1865	421383	143170
1866	421598	142941
1867	421839	142720
1868	422278	142567
1869	423980	142838
1870	424793	142808
1871	425276	142667
1872	425903	142574
1873	426472	142460
1874	426943	142314
1875	427633	142240
1876	428040	142072
1877	428600	141953
1878	429267	141870
1879	429478	141636
1880	429650	141389
1881	429822	141142
1882	430000	140897
1883	430177	140652
1884	430529	140464
1885	431196	140378
1886	431567	140196
1887	431779	139962
1888	432112	139767
1889	432623	139629
1890	433086	139476
1891	433799	139402
1892	434506	139326
1893	435192	139243
1894	435668	139091
1895	435894	138860
1896	436154	138640
1897	436354	138401
1898	436541	138157
1899	436733	137915
1900	436932	137676
1901	437129	137436
1902	437322	137194
1903	437513	136952
1904	437706	136711
1905	437892	136468
1906	438105	136233
1907	438296	135991
1908	438477	135746
1909	438664	135503
1910	438841	135257
1911	439032	135016
1912	439237	134779
1913	439429	134538
1914	439623	134297
1915	439805	134053
1916	439985	133808
1917	440159	133562
1918	440339	133317
1919	440516	133072
1920	440682	132824
1921	440854	132577
1922	441034	132333
1923	441209	132087
1924	441388	131843
1925	441566	131598
1926	441732	131350
1927	441911	131106
1928	442079	130859
1929	442249	130612
1930	442423	130367
1931	442599	130122
1932	442817	129890
1933	442986	129643
1934	443158	129397
1935	443347	129156
1936	443543	128918
1937	443750	128682
1938	443916	128435
1939	444104	128195
1940	444276	127949
1941	444446	127704
1942	444628	127461
1943	444800	127216
1944	444984	126975
1945	445176	126735
1946	445362	126494
1947	445564	126258
1948	445907	126062
1949	446228	125859
1950	446585	125666
1951	446819	125439
1952	447033	125205
1953	447203	124960
1954	447371	124714
1955	447565	124476
1956	447808	124251
1957	447995	124011
1958	448173	123768
1959	448346	123524
1960	448518	123279
1961	448708	123040
1962	448912	122804
1963	449079	122559
1964	449246	122313
1965	449426	122071
1966	449624	121835
1967	449832	121601
1968	450019	121361
1969	450191	121117
1970	450347	120869
1971	450519	120625
1972	450699	120384
1973	450891	120146
1974	451052	119900
1975	451228	119657
1976	451395	119413
1977	451575	119172
1978	451754	118930
1979	451937	118690
1980	452112	118448
1981	452278	118204
1982	452472	117966
1983	452657	117727
1984	452847	117489
1985	453061	117257
1986	453278	117026
1987	453470	116789
1988	453721	116566
1989	454005	116353
1990	454210	116119
1991	454386	115877
1992	454583	115641
1993	454747	115397
1994	454925	115156
1995	455104	114916
1996	455297	114679
1997	455472	114437
1998	455702	114210
1999	455905	113976
2000	456092	113738
2001	456305	113506
2002	456539	113280
2003	456775	113054
2004	456976	112819
2005	457166	112582
2006	457469	112372
2007	457813	112173
2008	458112	111962
2009	458329	111732
2010	458498	111489
2011	458681	111250
2012	458851	111008
2013	459036	110770
2014	459239	110536
2015	459444	110303
2016	459632	110065
2017	459806	109824
2018	459969	109581
2019	460146	109341
2020	460346	109107
2021	460528	108868
2022	460785	108647
2023	460952	108405
2024	461126	108165
2025	461379	107943
2026	461548	107702
2027	461748	107468
2028	461920	107227
2029	462096	106987
2030	462283	106750
2031	462460	106511
2032	462634	106271
2033	462786	106026
2034	462962	105787
2035	463211	105565
2036	463462	105342
2037	463631	105101
2038	463818	104865
2039	464099	104649
2040	464329	104422
2041	464521	104187
2042	464724	103954
2043	464900	103715
2044	465149	103492
2045	465360	103261
2046	465618	103041
2047	465804	102804
2048	465994	102568
2049	466178	102331
2050	466429	102109
2051	466724	101896
2052	466943	101667
2053	467132	101431
2054	467355	101203
2055	467619	100984
2056	467833	100753
2057	468001	100513
2058	468177	100275
2059	468365	100039
2060	468667	99827
2061	468899	99601
2062	469072	99362
2063	469274	99129
2064	469568	98916
2065	469771	98683
2066	469982	98453
2067	470283	98241
2068	470618	98036
2069	470882	97816
2070	471076	97581
2071	471274	97348
2072	471500	97120
2073	471829	96913
2074	472030	96681
2075	472207	96443
2076	472396	96207
2077	472828	96021
2078	473071	95797
2079	473270	95564
2080	473510	95339
2081	473762	95116
2082	473939	94878
2083	474128	94643
2084	474328	94410
2085	474494	94170
2086	474696	93938
2087	474900	93706
2088	475163	93485
2089	475360	93252
2090	475556	93018
2091	475780	92790
2092	475981	92558
2093	476170	92323
2094	476366	92090
2095	476535	91851
2096	476732	91618
2097	476909	91381
2098	477080	91142
2099	477249	90904
2100	477417	90666
2101	477587	90428
2102	477763	90191
2103	477929	89952
2104	478102	89715
2105	478288	89480
2106	478451	89241
2107	478645	89008
2108	478820	88771
2109	479007	88536
2110	479180	88299
2111	479350	88062
2112	479528	87826
2113	479729	87594
2114	479912	87360
2115	480103	87126
2116	480274	86889
2117	480458	86654
2118	480628	86417
2119	480812	86183
2120	481001	85949
2121	481179	85714
2122	481368	85480
2123	481551	85246
2124	481722	85009
2125	481895	84773
2126	482069	84537
2127	482268	84306
2128	482442	84070
2129	482614	83834
2130	482785	83598
2131	482960	83362
2132	483138	83127
2133	483319	82893
2134	483491	82657
2135	483674	82423
2136	483838	82186
2137	484015	81952
2138	484190	81717
2139	484367	81482
2140	484548	81248
2141	484729	81014
2142	484905	80779
2143	485070	80543
2144	485242	80308
2145	485408	80072
2146	485581	79837
2147	485755	79602
2148	485948	79370
2149	486112	79134
2150	486292	78900
2151	486463	78666
2152	486641	78432
2153	486820	78198
2154	486977	77961
2155	487136	77725
2156	487309	77490
2157	487481	77256
2158	487646	77020
2159	487816	76785
2160	487985	76551
2161	488159	76317
2162	488334	76083
2163	488516	75851
2164	488695	75618
2165	488856	75382
2166	489035	75149
2167	489210	74915
2168	489383	74682
2169	489561	74449
2170	489732	74215
2171	489903	73981
2172	490081	73749
2173	490245	73514
2174	490426	73282
2175	490611	73050
2176	490778	72816
2177	490957	72584
2178	491129	72350
2179	491299	72117
2180	491472	71884
2181	491643	71651
2182	491824	71419
2183	492004	71187
2184	492190	70956
2185	492362	70723
2186	492543	70492
2187	492714	70259
2188	492891	70027
2189	493080	69796
2190	493262	69565
2191	493430	69332
2192	493609	69100
2193	493784	68868
2194	493955	68636
2195	494126	68403
2196	494298	68171
2197	494471	67939
2198	494644	67707
2199	494809	67474
2200	494969	67240
2201	495145	67008
2202	495320	66777
2203	495486	66544
2204	495667	66313
2205	495842	66082
2206	496005	65849
2207	496182	65618
2208	496356	65386
2209	496530	65155
2210	496705	64924
2211	496880	64693
2212	497058	64462
2213	497232	64231
2214	497400	63999
2215	497588	63770
2216	497775	63541
2217	497953	63310
2218	498129	63079
2219	498300	62848
2220	498476	62618
2221	498651	62387
2222	498828	62157
2223	498992	61925
2224	499147	61692
2225	499318	61461
2226	499490	61230
2227	499647	60998
2228	499831	60769
2229	500000	60538
2230	500170	60307
2231	500339	60076
2232	500510	59846
2233	500683	59615
2234	500868	59387
2235	501049	59157
2236	501216	58927
2237	501386	58696
2238	501567	58467
2239	501742	58238
2240	501915	58008
2241	502092	57778
2242	502260	57548
2243	502429	57318
2244	502602	57088
2245	502777	56859
2246	502949	56629
2247	503122	56399
2248	503294	56170
2249	503479	55942
2250	503658	55713
2251	503842	55485
2252	504012	55255
2253	504178	55025
2254	504350	54796
2255	504528	54567
2256	504694	54338
2257	504865	54108
2258	505044	53880
2259	505226	53652
2260	505408	53424
2261	505588	53196
2262	505757	52967
2263	505938	52739
2264	506123	52511
2265	506296	52283
2266	506465	52054
2267	506642	51825
2268	506818	51597
2269	506986	51368
2270	507155	51139
2271	507323	50910
2272	507496	50682
2273	507669	50454
2274	507835	50225
2275	508007	49997
2276	508188	49769
2277	508364	49542
2278	508537	49314
2279	508715	49086
2280	508885	48858
2281	509018	48626
2282	509185	48398
2283	509360	48170
2284	509525	47942
2285	509691	47713
2286	509859	47485
2287	510023	47257
2288	510193	47029
2289	510378	46803
2290	510555	46576
2291	510723	46348
2292	510895	46120
2293	511059	45892
2294	511235	45665
2295	511401	45438
2296	511580	45211
2297	511759	44984
2298	511929	44757
2299	512096	44530
2300	512272	44303
2301	512446	44076
2302	512615	43849
2303	512771	43621
2304	512942	43394
2305	513103	43166
2306	513267	42939
2307	513441	42712
2308	513615	42486
2309	513777	42258
2310	513947	42032
2311	514123	41805
2312	514293	41579
2313	514461	41352
2314	514626	41125
2315	514786	40898
2316	514963	40672
2317	515128	40445
2318	515303	40219
2319	515479	39994
2320	515652	39768
2321	515816	39541
2322	515981	39315
2323	516151	39088
2324	516319	38862
2325	516497	38637
2326	516667	38411
2327	516832	38185
2328	517027	37961
2329	517201	37735
2330	517378	37510
2331	517554	37285
2332	517727	37059
2333	517927	36836
2334	518102	36611
2335	518271	36385
2336	518435	36159
2337	518615	35934
2338	518787	35709
2339	518951	35483
2340	519118	35258
2341	519283	35032
2342	519447	34807
2343	519621	34582
2344	519791	34357
2345	519964	34132
2346	520132	33907
2347	520299	33682
2348	520462	33456
2349	520637	33232
2350	520823	33008
2351	520991	32783
2352	521166	32559
2353	521336	32334
2354	521503	32109
2355	521676	31885
2356	521857	31661
2357	522042	31437
2358	522216	31213
2359	522381	30988
2360	522545	30764
2361	522711	30539
2362	522884	30315
2363	523054	30091
2364	523229	29867
2365	523398	29643
2366	523572	29419
2367	523754	29195
2368	523932	28972
2369	524107	28748
2370	524289	28525
2371	524458	28301
2372	524649	28078
2373	524851	27856
2374	525047	27634
2375	525271	27413
2376	525575	27196
2377	525850	26978
2378	526426	26774
2379	526711	26556
2380	526949	26336
2381	527166	26114
2382	527345	25891
2383	527510	25667
2384	527670	25443
2385	527842	25219
2386	528014	24996
2387	528200	24773
2388	528398	24550
2389	528593	24328
2390	528784	24106
2391	528971	23883
2392	529184	23661
2393	529374	23439
2394	529565	23216
2395	529794	22996
2396	530046	22776
2397	530606	22569
2398	531082	22359
2399	531703	22154
2400	532169	21942
2401	532407	21721
2402	532626	21500
2403	532835	21277
2404	533052	21056
2405	533269	20834
2406	533485	20612
2407	533696	20390
2408	534016	20172
2409	534411	19957
2410	534655	19736
2411	534867	19514
2412	535118	19293
2413	535382	19073
2414	535635	18852
2415	535919	18632
2416	536266	18415
2417	536594	18197
2418	536824	17975
2419	537128	17756
2420	537402	17536
2421	537890	17322
2422	538302	17106
2423	538533	16884
2424	538733	16661
2425	538943	16439
2426	539199	16218
2427	539441	15996
2428	539687	15775
2429	539886	15552
2430	540105	15330
2431	540322	15107
2432	540538	14885
2433	540786	14663
2434	541049	14442
2435	541421	14224
2436	541739	14004
2437	541941	13781
2438	542168	13559
2439	542390	13337
2440	542613	13115
2441	542824	12892
2442	543033	12670
2443	543268	12448
2444	543490	12225
2445	543693	12003
2446	543906	11780
2447	544105	11557
2448	544319	11335
2449	544537	11113
2450	544756	10890
2451	544964	10668
2452	545164	10445
2453	545376	10223
2454	545581	10000
2455	545795	9778
2456	546006	9555
2457	546212	9333
2458	546426	9110
2459	546660	8888
2460	546875	8666
2461	547089	8444
2462	547318	8222
2463	547540	7999
2464	547764	7777
2465	547979	7555
2466	548188	7332
2467	548432	7110
2468	548660	6888
2469	548890	6666
2470	549194	6445
2471	549963	6229
2472	551777	6024
2473	552513	5806
2474	553740	5593
2475	554430	5374
2476	554769	5151
2477	555100	4928
2478	555595	4706
2479	555961	4483
2480	556398	4261
2481	556870	4038
2482	557304	3815
2483	557753	3592
2484	558219	3369
2485	558566	3145
2486	558836	2921
2487	559203	2697
2488	559435	2472
2489	559647	2247
2490	559852	2022
2491	560053	1797
2492	560266	1573
2493	560483	1348
2494	560698	1123
2495	561085	899
2496	561329	674
2497	561550	449
2498	561752	224
2499	561956	0
