iter	RMSE
591	239.1328954
592	239.0214844
593	238.8696548
594	238.726185
595	238.587404
596	238.3065942
597	237.7582666
598	237.5643674
599	237.3928301
600	237.2392322
601	237.0767778
602	236.921929
603	236.806313
604	236.5902653
605	236.435737
606	236.3086553
607	236.200275
608	235.8140994
609	235.6336188
610	235.5199623
611	235.37083
612	235.228348
613	235.0549517
614	234.8991175
615	234.7350049
616	234.5924072
617	234.3990092
618	234.2504791
619	234.1031845
620	233.9278432
621	233.8055766
622	233.6967726
623	233.5197802
624	233.3548271
625	233.1838219
626	233.0111608
627	232.8675075
628	232.6930792
629	232.5220292
630	232.3818579
631	232.259441
632	232.1230689
633	232.0019484
634	231.8499667
635	231.7579788
636	231.6545922
637	231.4295046
638	231.3214772
639	231.1585767
640	231.0364666
641	230.9338693
642	230.8096502
643	230.6734428
644	230.4968691
645	230.3298429
646	230.1650196
647	229.9850071
648	229.7240705
649	229.5693829
650	229.4598345
651	229.3377555
652	229.134858
653	228.9533624
654	228.8081521
655	228.7172662
656	228.5615667
657	228.4192296
658	228.2793852
659	228.1548466
660	227.9865554
661	227.8307279
662	227.7089831
663	227.522485
664	227.4174387
665	227.31822
666	227.1736539
667	227.0526215
668	226.9614188
669	226.7995839
670	226.7197295
671	226.562217
672	226.4253898
673	226.2802399
674	226.1471842
675	226.0122585
676	225.8592836
677	225.775215
678	225.6691411
679	225.5769503
680	225.4800846
681	225.3821985
682	225.2364435
683	225.104422
684	224.9680717
685	224.8652389
686	224.7768055
687	224.6758288
688	224.5445275
689	224.4226698
690	224.3116924
691	224.2163961
692	224.0868553
693	223.9407564
694	223.834495
695	223.7595181
696	223.6276518
697	223.5321721
698	223.249664
699	223.1074868
700	222.957046
701	222.8241419
702	222.6940762
703	222.5733506
704	222.481181
705	222.393505
706	222.0624605
707	221.9443188
708	221.8543875
709	221.6867865
710	221.6028805
711	221.4974144
712	221.3733196
713	221.2655521
714	221.1919587
715	221.109013
716	221.0228025
717	220.9196996
718	220.8154126
719	220.719312
720	220.5915328
721	220.495965
722	220.393404
723	220.2364371
724	220.0908992
725	219.9131735
726	219.7983518
727	219.7126656
728	219.5966519
729	219.5063645
730	219.3342826
731	219.2453068
732	219.1518134
733	218.9300628
734	218.8359789
735	218.7167438
736	218.4952848
737	218.3923861
738	218.3201151
739	218.2421499
740	218.1797812
741	218.0655366
742	217.9603554
743	217.8844043
744	217.7564812
745	217.2538284
746	217.1093185
747	217.0295955
748	216.8055976
749	216.6602657
750	216.5323382
751	216.3923392
752	216.30515
753	216.2240264
754	216.1526521
755	216.0459172
756	215.9691739
757	215.8496292
758	215.7200372
759	215.6366894
760	215.5156422
761	215.3976908
762	215.2801309
763	215.1552313
764	215.0700347
765	214.9935826
766	214.8634532
767	214.7700222
768	214.6840533
769	214.6196439
770	214.5283394
771	214.4296818
772	214.3652242
773	214.2848117
774	214.1754174
775	214.1067054
776	214.0454895
777	213.9502252
778	213.8842737
779	213.793468
780	213.7111364
781	213.2779332
782	213.0989216
783	213.0079655
784	212.9276719
785	212.8132775
786	212.7313834
787	212.6633061
788	212.5799824
789	212.5075691
790	212.4294337
791	212.3311886
792	212.2358027
793	211.7767089
794	211.7075965
795	211.6409819
796	211.5698041
797	211.4482438
798	211.3703245
799	211.2937995
800	211.181518
801	211.1162547
802	210.9993242
803	210.9282451
804	210.8066661
805	210.7065456
806	210.6508117
807	210.5199286
808	210.4551925
809	210.3442591
810	210.2728077
811	210.1774797
812	209.9054679
813	209.8242825
814	209.7211497
815	209.61225
816	209.4478456
817	209.3389336
818	209.2544594
819	209.1467616
820	209.0702033
821	209.0170114
822	208.9324288
823	208.8436374
824	208.7804441
825	208.7048736
826	208.6472508
827	208.5652568
828	208.4593267
829	208.0494111
830	207.9125736
831	207.8395156
832	207.4349748
833	207.352086
834	207.272379
835	207.2067887
836	207.1239618
837	207.0362923
838	206.9368521
839	206.8407392
840	206.7493904
841	206.6855203
842	206.59569
843	206.5053817
844	206.4159488
845	206.3431591
846	206.2880628
847	206.092203
848	206.0300139
849	205.9655245
850	205.8771342
851	205.7730586
852	205.6927984
853	205.3118334
854	205.2560848
855	205.1678823
856	205.0693119
857	204.9798791
858	204.8424737
859	204.7561593
860	204.6705837
861	204.6093952
862	204.5167469
863	204.4269541
864	204.3514447
865	204.2548105
866	204.1731321
867	204.0878302
868	203.9989448
869	203.9107246
870	203.8404946
871	203.7834316
872	203.7177266
873	203.6176008
874	203.5674378
875	203.3764023
876	203.1582205
877	203.0999094
878	202.9392607
879	202.8576633
880	202.7707276
881	202.6851486
882	202.6371856
883	202.3577711
884	202.2874426
885	202.1988344
886	202.1477513
887	202.0500856
888	201.9918584
889	201.7867593
890	201.6813446
891	201.5842699
892	201.5025063
893	201.450189
894	201.2942514
895	201.2208254
896	201.1542008
897	200.9834867
898	200.9133691
899	200.8240869
900	200.7478169
901	200.6716761
902	200.6209271
903	200.3653529
904	200.2757132
905	200.1840785
906	200.1265769
907	200.0727745
908	199.6803307
909	199.3041351
910	199.2305141
911	199.1454852
912	199.0943471
913	199.0045981
914	198.6742056
915	198.6230908
916	198.5396358
917	198.4150958
918	198.3680047
919	198.3048715
920	198.2170747
921	198.141784
922	198.0686312
923	198.0042731
924	197.9361078
925	197.8791365
926	197.8037095
927	197.6647785
928	197.6087919
929	197.558281
930	197.4751489
931	197.4087833
932	197.3345241
933	197.2153678
934	196.8693936
935	196.7993304
936	196.7266538
937	196.672413
938	196.6332729
939	196.5498341
940	196.4996277
941	196.3840274
942	196.316554
943	196.2532305
944	196.004419
945	195.7684437
946	195.7229855
947	195.6506428
948	195.5744181
949	195.2751181
950	195.1783719
951	195.1225934
952	195.0411888
953	194.9659736
954	194.917181
955	194.8492385
956	194.7936837
957	194.7329765
958	194.6941838
959	194.6084229
960	194.5360541
961	194.4672947
962	194.4214545
963	194.3759844
964	194.3316467
965	194.2571369
966	193.9790727
967	193.912282
968	193.8553987
969	193.7909513
970	193.6643173
971	193.5928287
972	193.5387402
973	193.4658072
974	193.3963548
975	193.3430084
976	193.2667727
977	193.1943862
978	193.0431214
979	192.9762417
980	192.9109836
981	192.8205742
982	192.7013319
983	192.6247089
984	192.5617171
985	192.4886259
986	192.4172188
987	192.358613
988	192.2881399
989	192.2162732
990	192.1604998
991	192.0971198
992	191.9756415
993	191.9249943
994	191.8552992
995	191.5879375
996	191.5255673
997	191.4637449
998	191.3785181
999	191.3336911
1000	191.2526727
1001	191.1271712
1002	191.0619618
1003	191.0252316
1004	190.9284845
1005	190.8630013
1006	190.7881189
1007	190.7341144
1008	190.6626049
1009	190.596856
1010	190.5304578
1011	190.4917691
1012	190.4438692
1013	190.3293858
1014	190.2810241
1015	190.2146031
1016	190.1459895
1017	190.0954192
1018	190.0311915
1019	189.9861579
1020	189.9310264
1021	189.6731012
1022	189.599526
1023	189.5166819
1024	189.4598984
1025	189.3995239
1026	189.3459134
1027	189.2838341
1028	189.2269649
1029	189.1348503
1030	189.0770252
1031	189.0264007
1032	188.9417219
1033	188.892645
1034	188.8306968
1035	188.7713058
1036	188.7170764
1037	188.6586747
1038	188.5290982
1039	188.4768916
1040	188.4275252
1041	188.1596454
1042	188.0690248
1043	187.9483838
1044	187.8891883
1045	187.7786272
1046	187.7200141
1047	187.6774934
1048	187.6355912
1049	187.5808804
1050	187.5329461
1051	187.4789468
1052	187.433421
1053	187.3854086
1054	187.2656828
1055	187.21565
1056	187.1559967
1057	186.9992737
1058	186.952144
1059	186.8924308
1060	186.6500437
1061	186.5474395
1062	186.4755643
1063	186.3859975
1064	186.3414777
1065	186.2824692
1066	186.1276085
1067	186.0820525
1068	186.0288667
1069	185.9733826
1070	185.919288
1071	185.8273227
1072	185.774552
1073	185.7161444
1074	185.6726765
1075	185.61558
1076	185.5530915
1077	185.5170544
1078	185.46567
1079	185.3273551
1080	185.2763014
1081	185.1376083
1082	185.0837266
1083	185.0289146
1084	184.9643572
1085	184.9108499
1086	184.8685495
1087	184.8125045
1088	184.7727902
1089	184.6982365
1090	184.6389646
1091	184.5946783
1092	184.3405736
1093	184.2956991
1094	184.2460325
1095	184.1915373
1096	184.1392086
1097	184.0852317
1098	184.0432341
1099	183.9909371
1100	183.919172
1101	183.8289761
1102	183.78618
1103	183.7283328
1104	183.691296
1105	183.6331638
1106	183.6036053
1107	183.5629956
1108	183.496959
1109	183.4584837
1110	183.4054927
1111	183.3495033
1112	183.2942551
1113	183.2415547
1114	183.1883691
1115	182.9717227
1116	182.9221179
1117	182.8676991
1118	182.8271822
1119	182.72239
1120	182.6773661
1121	182.6379404
1122	182.5882367
1123	182.5483862
1124	182.5001815
1125	182.4552933
1126	182.4093337
1127	182.37072
1128	182.3365731
1129	182.2689233
1130	182.2368385
1131	182.1809294
1132	181.9778971
1133	181.7635321
1134	181.7227608
1135	181.6685732
1136	181.628238
1137	181.5766935
1138	181.510134
1139	181.4637186
1140	181.4262945
1141	181.3901455
1142	181.3431161
1143	181.2929574
1144	181.2434101
1145	181.0811945
1146	181.0245195
1147	180.9993935
1148	180.9537489
1149	180.9058293
1150	180.8607124
1151	180.8093168
1152	180.7647526
1153	180.5993127
1154	180.5553745
1155	180.5191767
1156	180.4507702
1157	180.3956561
1158	180.3492219
1159	180.3107621
1160	180.1278523
1161	180.0790836
1162	180.0311409
1163	179.9921346
1164	179.949123
1165	179.8997599
1166	179.8315463
1167	179.7932782
1168	179.7510176
1169	179.7065945
1170	179.6657432
1171	179.6422188
1172	179.6061398
1173	179.5600569
1174	179.3879889
1175	179.3349832
1176	179.2508681
1177	179.198977
1178	179.1532617
1179	179.1080239
1180	179.0616524
1181	179.01667
1182	178.9714822
1183	178.9060818
1184	178.8500271
1185	178.8166021
1186	178.7532246
1187	178.7148693
1188	178.6569616
1189	178.5921483
1190	178.5523199
1191	178.4932589
1192	178.4715865
1193	178.4114232
1194	178.3703939
1195	178.276433
1196	178.2098958
1197	178.1712879
1198	178.1340204
1199	178.081719
1200	178.0311931
1201	177.8982755
1202	177.8480204
1203	177.7923544
1204	177.7534773
1205	177.6882494
1206	177.6464832
1207	177.5934086
1208	177.5537987
1209	177.4990364
1210	177.4563742
1211	177.4144427
1212	177.3707804
1213	177.3164474
1214	177.2820599
1215	177.089785
1216	177.0496527
1217	177.0136428
1218	176.9617532
1219	176.7893444
1220	176.7542731
1221	176.7130984
1222	176.6574939
1223	176.6118821
1224	176.5690055
1225	176.4834865
1226	176.4418461
1227	176.391373
1228	176.3445528
1229	176.293109
1230	176.2603993
1231	176.2290897
1232	176.0828073
1233	176.0485222
1234	175.9957728
1235	175.953519
1236	175.8070588
1237	175.7727114
1238	175.7292603
1239	175.7036523
1240	175.6541112
1241	175.6113277
1242	175.5694805
1243	175.5273736
1244	175.4843526
1245	175.4412779
1246	175.3991748
1247	175.342921
1248	175.2968034
1249	175.2601488
1250	175.2238315
1251	175.1838497
1252	175.1329795
1253	175.1052393
1254	175.0599221
1255	175.0194366
1256	174.9736655
1257	174.913068
1258	174.8807482
1259	174.8448274
1260	174.7895795
1261	174.751072
1262	174.7029213
1263	174.6776127
1264	174.641702
1265	174.6062859
1266	174.5550656
1267	174.4912313
1268	174.4487689
1269	174.4088433
1270	174.3669935
1271	174.31878
1272	174.2672845
1273	174.2363105
1274	174.1936125
1275	174.1403533
1276	174.091756
1277	174.0563929
1278	173.9093603
1279	173.8651307
1280	173.8135616
1281	173.7820807
1282	173.7515072
1283	173.713361
1284	173.6892044
1285	173.6530459
1286	173.6135465
1287	173.5788869
1288	173.5187165
1289	173.478002
1290	173.4261958
1291	173.397529
1292	173.3648918
1293	173.3196253
1294	173.1975307
1295	173.1272611
1296	173.0885584
1297	173.0564392
1298	173.009616
1299	172.9732542
1300	172.9435075
1301	172.9025527
1302	172.8620689
1303	172.8222663
1304	172.783539
1305	172.7478556
1306	172.6999864
1307	172.6707089
1308	172.6448223
1309	172.6080335
1310	172.5743452
1311	172.5277152
1312	172.4925834
1313	172.4484547
1314	172.409065
1315	172.3723837
1316	172.3418144
1317	172.2983663
1318	172.2647928
1319	172.2308706
1320	172.2049442
1321	172.1686934
1322	172.1328123
1323	171.9611944
1324	171.9185377
1325	171.7307809
1326	171.6163606
1327	171.569118
1328	171.5279407
1329	171.4995028
1330	171.4582295
1331	171.4244562
1332	171.4017665
1333	171.3624272
1334	171.2585427
1335	171.1512934
1336	171.1326556
1337	171.0771186
1338	170.9645764
1339	170.9346039
1340	170.9033795
1341	170.8676661
1342	170.8247895
1343	170.792165
1344	170.7574636
1345	170.7255253
1346	170.6858088
1347	170.6292763
1348	170.6025662
1349	170.5608278
1350	170.5063363
1351	170.4484411
1352	170.4182271
1353	170.3592022
1354	170.3252997
1355	170.2953389
1356	170.2421205
1357	170.1973196
1358	170.0309463
1359	169.9951918
1360	169.9632437
1361	169.9196764
1362	169.8777702
1363	169.8387807
1364	169.8078265
1365	169.7728082
1366	169.7346402
1367	169.6526053
1368	169.6125485
1369	169.5805016
1370	169.5402762
1371	169.4903242
1372	169.4583523
1373	169.3137879
1374	169.2689109
1375	169.2361382
1376	169.203377
1377	169.1609807
1378	169.1350036
1379	169.1096033
1380	169.0890426
1381	169.0582729
1382	169.0157865
1383	168.9933457
1384	168.9212647
1385	168.8845684
1386	168.8407676
1387	168.8193149
1388	168.7807882
1389	168.7456463
1390	168.7175633
1391	168.59996
1392	168.5694864
1393	168.5311625
1394	168.498336
1395	168.4553137
1396	168.4166768
1397	168.3750606
1398	168.3380119
1399	168.3057851
1400	168.2565623
1401	168.2284246
1402	168.0955672
1403	167.9836
1404	167.9529516
1405	167.9193372
1406	167.888542
1407	167.8419516
1408	167.8025161
1409	167.7408772
1410	167.7096529
1411	167.6751787
1412	167.63711
1413	167.605641
1414	167.49027
1415	167.4536933
1416	167.4284892
1417	167.3992826
1418	167.367823
1419	167.3404389
1420	167.3006142
1421	167.2524416
1422	167.2195629
1423	167.062344
1424	167.0339328
1425	166.9961975
1426	166.9689968
1427	166.928124
1428	166.8959328
1429	166.8511299
1430	166.8207897
1431	166.798887
1432	166.7586068
1433	166.7349379
1434	166.6993194
1435	166.6820331
1436	166.6537928
1437	166.5356212
1438	166.5059132
1439	166.4788865
1440	166.4294683
1441	166.3150077
1442	166.2982538
1443	166.2614603
1444	166.2411927
1445	166.2259313
1446	166.1877761
1447	166.1486119
1448	166.1073735
1449	166.0658701
1450	166.0285336
1451	165.997151
1452	165.9592984
1453	165.8208687
1454	165.7970385
1455	165.7661591
1456	165.7309067
1457	165.7081123
1458	165.6754013
1459	165.6435413
1460	165.6158265
1461	165.5779049
1462	165.5405953
1463	165.5085541
1464	165.4762329
1465	165.4325252
1466	165.3288172
1467	165.3073658
1468	165.2702419
1469	165.2356885
1470	165.2100911
1471	165.1782878
1472	165.1432119
1473	165.1032233
1474	165.0763331
1475	165.0460511
1476	165.0132913
1477	164.935605
1478	164.8978293
1479	164.8716754
1480	164.8395043
1481	164.8015783
1482	164.7697511
1483	164.5931273
1484	164.5743711
1485	164.5400664
1486	164.5012723
1487	164.4756341
1488	164.441998
1489	164.4114062
1490	164.3964712
1491	164.3822886
1492	164.3476313
1493	164.324507
1494	164.2812012
1495	164.2616551
1496	164.2272023
1497	164.1924846
1498	164.1600791
1499	164.1271793
1500	163.9483886
1501	163.9122107
1502	163.881769
1503	163.8468951
1504	163.8323145
1505	163.8075033
1506	163.782679
1507	163.7439176
1508	163.7031257
1509	163.6767809
1510	163.6572365
1511	163.6211419
1512	163.5797836
1513	163.5566801
1514	163.5104171
1515	163.4716189
1516	163.4382199
1517	163.4043426
1518	163.3684419
1519	163.3145853
1520	163.2147899
1521	163.1810513
1522	163.1559466
1523	163.050911
1524	162.9953272
1525	162.9780281
1526	162.9356349
1527	162.9013098
1528	162.8759763
1529	162.7843312
1530	162.7495564
1531	162.6805418
1532	162.6606733
1533	162.6297372
1534	162.5975964
1535	162.5153524
1536	162.4779069
1537	162.4500426
1538	162.4232527
1539	162.395044
1540	162.3665792
1541	162.3348331
1542	162.3088993
1543	162.2742088
1544	162.2385703
1545	162.1976792
1546	162.1689096
1547	162.1423994
1548	162.1044296
1549	162.0754476
1550	162.0371264
1551	161.9521161
1552	161.9148856
1553	161.8824909
1554	161.8505564
1555	161.7631783
1556	161.7381244
1557	161.7088618
1558	161.6786501
1559	161.646853
1560	161.6026987
1561	161.5724017
1562	161.5419119
1563	161.5240923
1564	161.5048487
1565	161.4692463
1566	161.4378478
1567	161.4050859
1568	161.3865209
1569	161.3546569
1570	161.3181034
1571	161.2859635
1572	161.2532082
1573	161.1726313
1574	161.1458447
1575	161.1143457
1576	161.0817806
1577	161.0495654
1578	161.0212006
1579	160.9948393
1580	160.96271
1581	160.931992
1582	160.9021039
1583	160.8759016
1584	160.847337
1585	160.7973909
1586	160.7672147
1587	160.7365721
1588	160.7120821
1589	160.6692791
1590	160.6316854
1591	160.5989753
1592	160.5827449
1593	160.4566369
1594	160.4125318
1595	160.3883126
1596	160.3574846
1597	160.331212
1598	160.3094595
1599	160.2513031
1600	160.2195434
1601	160.1852494
1602	160.1564673
1603	160.1273781
1604	160.102861
1605	160.0737337
1606	160.0579126
1607	160.043034
1608	160.0155106
1609	159.9941117
1610	159.9616303
1611	159.9298603
1612	159.9035458
1613	159.8750722
1614	159.8486353
1615	159.8196791
1616	159.7972802
1617	159.7649195
1618	159.7465517
1619	159.7092895
1620	159.6810652
1621	159.6579653
1622	159.6238631
1623	159.5366292
1624	159.5112824
1625	159.4719092
1626	159.3784679
1627	159.3547458
1628	159.3060105
1629	159.2757509
1630	159.2475731
1631	159.2225124
1632	159.188725
1633	159.1521249
1634	159.1170454
1635	159.0917552
1636	159.0540499
1637	159.0299373
1638	159.013637
1639	158.9896086
1640	158.9708233
1641	158.9364405
1642	158.8981849
1643	158.8706153
1644	158.8435403
1645	158.8165702
1646	158.7913796
1647	158.7634536
1648	158.6874019
1649	158.6574386
1650	158.6289985
1651	158.6077651
1652	158.5830321
1653	158.5487653
1654	158.4683342
1655	158.4558619
1656	158.4435889
1657	158.4194979
1658	158.38293
1659	158.3583241
1660	158.3295965
1661	158.305512
1662	158.2788797
1663	158.2509301
1664	158.2180717
1665	158.1999733
1666	158.1810274
1667	158.0940774
1668	158.0609426
1669	158.0366212
1670	158.0026041
1671	157.9668675
1672	157.8864079
1673	157.8587669
1674	157.8343713
1675	157.8046099
1676	157.779387
1677	157.7638961
1678	157.7337861
1679	157.7116561
1680	157.6832227
1681	157.6593749
1682	157.632413
1683	157.6018321
