iter	RMSE
1684	157.5742994
1685	157.5495624
1686	157.5249798
1687	157.4976543
1688	157.4728429
1689	157.4464441
1690	157.4141233
1691	157.3954668
1692	157.371801
1693	157.3430037
1694	157.31678
1695	157.2921562
1696	157.2449389
1697	157.2234609
1698	157.2007833
1699	157.1753242
1700	157.1466447
1701	157.1243166
1702	157.0940071
1703	157.0602621
1704	157.0369692
1705	156.9747368
1706	156.9445717
1707	156.9074915
1708	156.876856
1709	156.8527941
1710	156.8273122
1711	156.7398426
1712	156.7131227
1713	156.6814799
1714	156.6594376
1715	156.6341944
1716	156.6125892
1717	156.5386923
1718	156.5118657
1719	156.4924113
1720	156.4682806
1721	156.4482992
1722	156.4251808
1723	156.3848567
1724	156.3579553
1725	156.3351328
1726	156.3048394
1727	156.2680136
1728	156.2457002
1729	156.2087733
1730	156.192048
1731	156.1715378
1732	156.0896639
1733	156.0672621
1734	156.0435353
1735	156.0152724
1736	156.0048172
1737	155.9753703
1738	155.9456223
1739	155.9268047
1740	155.8995625
1741	155.8847668
1742	155.8614146
1743	155.8366917
1744	155.8238003
1745	155.7970687
1746	155.7708321
1747	155.7441206
1748	155.7007912
1749	155.6747228
1750	155.6564743
1751	155.4908485
1752	155.4641666
1753	155.4399006
1754	155.4213231
1755	155.3872489
1756	155.3552631
1757	155.3158773
1758	155.285317
1759	155.2536703
1760	155.1836541
1761	155.1460459
1762	155.1174296
1763	155.0818758
1764	155.0547922
1765	155.0286639
1766	155.0003865
1767	154.9899701
1768	154.9714752
1769	154.9472344
1770	154.9176889
1771	154.888684
1772	154.8122612
1773	154.7899283
1774	154.763023
1775	154.7435733
1776	154.7286426
1777	154.7016681
1778	154.6758221
1779	154.6510904
1780	154.6253727
1781	154.6000172
1782	154.5741444
1783	154.555238
1784	154.5282234
1785	154.5077907
1786	154.4836092
1787	154.461576
1788	154.4415601
1789	154.4168154
1790	154.3903638
1791	154.3675783
1792	154.3352148
1793	154.2787386
1794	154.2504708
1795	154.2219675
1796	154.201602
1797	154.1701298
1798	154.147748
1799	154.1262746
1800	154.1001115
1801	154.0692708
1802	154.0409448
1803	154.0153117
1804	153.9964642
1805	153.9712652
1806	153.9403643
1807	153.9088289
1808	153.8771103
1809	153.854627
1810	153.8310598
1811	153.8055145
1812	153.7798961
1813	153.756858
1814	153.7302437
1815	153.7128506
1816	153.6887062
1817	153.6636633
1818	153.6355084
1819	153.6105306
1820	153.586016
1821	153.5620878
1822	153.5475146
1823	153.5096927
1824	153.4784035
1825	153.4548525
1826	153.4344442
1827	153.3922208
1828	153.367622
1829	153.318733
1830	153.2824071
1831	153.2514166
1832	153.2307397
1833	153.2118549
1834	153.1861126
1835	153.1558277
1836	153.1376589
1837	153.1192807
1838	153.0933896
1839	153.0707022
1840	153.0476216
1841	152.9812971
1842	152.9528141
1843	152.927211
1844	152.8945575
1845	152.8765503
1846	152.8111305
1847	152.7352213
1848	152.7098538
1849	152.6799001
1850	152.6579382
1851	152.6292315
1852	152.6078366
1853	152.4684834
1854	152.4435175
1855	152.413105
1856	152.393281
1857	152.3614502
1858	152.3407516
1859	152.3223219
1860	152.296707
1861	152.2743376
1862	152.2499056
1863	152.2225266
1864	152.19274
1865	152.1627639
1866	152.1401613
1867	152.1147988
1868	152.0917469
1869	152.0771173
1870	152.0525592
1871	152.0290308
1872	151.9893795
1873	151.9539092
1874	151.9334933
1875	151.8732139
1876	151.8505035
1877	151.8232465
1878	151.8024348
1879	151.7925654
1880	151.7704054
1881	151.7449463
1882	151.7242184
1883	151.7000115
1884	151.6852694
1885	151.6564833
1886	151.6263164
1887	151.6026172
1888	151.5781068
1889	151.5596392
1890	151.5422412
1891	151.5182795
1892	151.4953413
1893	151.4694768
1894	151.4513102
1895	151.4326924
1896	151.4070568
1897	151.3783575
1898	151.3540653
1899	151.2924016
1900	151.2665974
1901	151.2378464
1902	151.2081657
1903	151.1858351
1904	151.164016
1905	151.1435283
1906	151.1266823
1907	151.084574
1908	151.061965
1909	151.0406182
1910	151.0248112
1911	150.9988862
1912	150.9847661
1913	150.9509917
1914	150.9274217
1915	150.8817878
1916	150.8513209
1917	150.8210481
1918	150.7891159
1919	150.766623
1920	150.7431895
1921	150.7182888
1922	150.6999313
1923	150.6739504
1924	150.6428496
1925	150.5860723
1926	150.5589577
1927	150.5349349
1928	150.5094174
1929	150.4875604
1930	150.4705707
1931	150.4452733
1932	150.4293183
1933	150.4097252
1934	150.3941482
1935	150.3660545
1936	150.3338849
1937	150.2729539
1938	150.2554722
1939	150.2205934
1940	150.1903393
1941	150.1667053
1942	150.1443607
1943	150.1274529
1944	150.1034515
1945	150.0782181
1946	150.0535796
1947	149.9792669
1948	149.9439408
1949	149.927867
1950	149.9035415
1951	149.8898122
1952	149.862617
1953	149.8374791
1954	149.8221856
1955	149.800072
1956	149.7700761
1957	149.7430307
1958	149.7213243
1959	149.7028194
1960	149.6862453
1961	149.6626326
1962	149.6373854
1963	149.6180318
1964	149.5855802
1965	149.5609767
1966	149.5435381
1967	149.5232023
1968	149.4985026
1969	149.4772358
1970	149.4582558
1971	149.4136497
1972	149.3928866
1973	149.3720043
1974	149.3564709
1975	149.3294771
1976	149.3102405
1977	149.2939619
1978	149.2663747
1979	149.2401898
1980	149.2209771
1981	149.1973465
1982	149.1737526
1983	149.1533208
1984	149.1296339
1985	149.1039975
1986	149.0647795
1987	149.0347623
1988	149.0116497
1989	148.9810234
1990	148.9523131
1991	148.9282594
1992	148.9098233
1993	148.8479794
1994	148.7772286
1995	148.7594544
1996	148.6346195
1997	148.5487798
1998	148.5256272
1999	148.5003037
2000	148.4826591
2001	148.4595216
2002	148.4455519
2003	148.424745
2004	148.4039759
2005	148.3809331
2006	148.3534715
2007	148.3349946
2008	148.3249556
2009	148.299878
2010	148.2817307
2011	148.2526964
2012	148.2259145
2013	148.2058975
2014	148.1776641
2015	148.1552847
2016	148.1333864
2017	148.1061952
2018	148.0801214
2019	148.0578804
2020	147.9885794
2021	147.9477023
2022	147.9364777
2023	147.9143989
2024	147.8904778
2025	147.8712839
2026	147.8497575
2027	147.8247066
2028	147.7974995
2029	147.7762793
2030	147.7573978
2031	147.7400328
2032	147.7189526
2033	147.7008413
2034	147.672491
2035	147.6494363
2036	147.6250372
2037	147.6039816
2038	147.5829178
2039	147.5591477
2040	147.5449955
2041	147.5191656
2042	147.4979668
2043	147.4870922
2044	147.4665907
2045	147.4420999
2046	147.4225248
2047	147.3953716
2048	147.3764157
2049	147.3541094
2050	147.3360712
2051	147.3173282
2052	147.2953977
2053	147.2837643
2054	147.2666563
2055	147.2498901
2056	147.2321214
2057	147.2189692
2058	147.1999495
2059	147.1785456
2060	147.0650631
2061	147.0455869
2062	147.0210413
2063	146.9967743
2064	146.9640523
2065	146.9484752
2066	146.9284127
2067	146.9125952
2068	146.8978098
2069	146.8692993
2070	146.8486498
2071	146.8255635
2072	146.8108928
2073	146.79409
2074	146.7730078
2075	146.7535288
2076	146.7314213
2077	146.7131984
2078	146.6906162
2079	146.6573725
2080	146.6378215
2081	146.619319
2082	146.6010873
2083	146.5850283
2084	146.5644212
2085	146.5505699
2086	146.5389083
2087	146.5168974
2088	146.4979413
2089	146.481902
2090	146.4637512
2091	146.4446334
2092	146.4195331
2093	146.4007915
2094	146.3788836
2095	146.3532816
2096	146.329637
2097	146.3097633
2098	146.2873409
2099	146.2573425
2100	146.2356043
2101	146.2212361
2102	146.2056935
2103	146.1871467
2104	146.1632427
2105	146.1433774
2106	146.1199729
2107	146.0909745
2108	146.0720251
2109	146.0519405
2110	146.0223491
2111	146.0035824
2112	145.9887722
2113	145.9705549
2114	145.9486135
2115	145.9218177
2116	145.9024114
2117	145.8028232
2118	145.7838054
2119	145.765775
2120	145.7415271
2121	145.7219672
2122	145.7040381
2123	145.6827982
2124	145.621602
2125	145.6058293
2126	145.580164
2127	145.5601101
2128	145.5378006
2129	145.5110849
2130	145.4494113
2131	145.4275471
2132	145.4055602
2133	145.3851756
2134	145.3707026
2135	145.358094
2136	145.3435871
2137	145.3187905
2138	145.2966883
2139	145.2803759
2140	145.2594537
2141	145.2304759
2142	145.2137764
2143	145.1927717
2144	145.170999
2145	145.1526635
2146	145.124893
2147	145.1068744
2148	145.0869166
2149	145.0785379
2150	145.0584251
2151	145.0339757
2152	145.010736
2153	144.9956941
2154	144.9811874
2155	144.9271183
2156	144.9094349
2157	144.8925054
2158	144.8717097
2159	144.8577539
2160	144.8387319
2161	144.8255553
2162	144.8113081
2163	144.7897024
2164	144.7721849
2165	144.7536631
2166	144.733239
2167	144.7077426
2168	144.6893013
2169	144.6313152
2170	144.567986
2171	144.5491036
2172	144.526225
2173	144.5009117
2174	144.4855971
2175	144.4642408
2176	144.439492
2177	144.4207497
2178	144.406248
2179	144.388888
2180	144.3736087
2181	144.3537692
2182	144.3355026
2183	144.277699
2184	144.2608943
2185	144.2428936
2186	144.2249586
2187	144.2066862
2188	144.1811596
2189	144.1185814
2190	144.1001172
2191	144.082154
2192	144.0580632
2193	144.041212
2194	144.0261633
2195	144.0082171
2196	143.9921471
2197	143.9724755
2198	143.954785
2199	143.943522
2200	143.8977262
2201	143.8777739
2202	143.8259901
2203	143.8034378
2204	143.7834619
2205	143.76177
2206	143.7376098
2207	143.7203898
2208	143.7018377
2209	143.6900501
2210	143.6769996
2211	143.6575057
2212	143.6320866
2213	143.6157746
2214	143.597251
2215	143.5809403
2216	143.5440291
2217	143.493241
2218	143.4780348
2219	143.4536214
2220	143.4303784
2221	143.396537
2222	143.3820424
2223	143.3644214
2224	143.3519947
2225	143.3341433
2226	143.3150298
2227	143.2981808
2228	143.2733519
2229	143.2601368
2230	143.2351061
2231	143.2138745
2232	143.1881551
2233	143.1726948
2234	143.1579137
2235	143.1471158
2236	143.1287057
2237	143.1092269
2238	143.0919947
2239	143.0730495
2240	143.0595255
2241	143.0457836
2242	143.0242229
2243	143.0063729
2244	142.9944751
2245	142.9672577
2246	142.9502991
2247	142.9307061
2248	142.9111104
2249	142.8976874
2250	142.8836868
2251	142.8497634
2252	142.8323888
2253	142.8113302
2254	142.7899404
2255	142.7664624
2256	142.7507553
2257	142.727255
2258	142.7046879
2259	142.6909596
2260	142.6673965
2261	142.651133
2262	142.6289405
2263	142.6062943
2264	142.577996
2265	142.5630525
2266	142.5450016
2267	142.4580382
2268	142.4344843
2269	142.4207829
2270	142.4031968
2271	142.3848497
2272	142.3706236
2273	142.3433718
2274	142.3261424
2275	142.3047115
2276	142.2810738
2277	142.2587015
2278	142.2445583
2279	142.223556
2280	142.2070612
2281	142.1850969
2282	142.16627
2283	142.1141017
2284	142.0887096
2285	142.065839
2286	142.0525382
2287	142.0311246
2288	142.0143999
2289	141.9978116
2290	141.9786565
2291	141.9614733
2292	141.9418929
2293	141.9174601
2294	141.8969312
2295	141.8739871
2296	141.8537128
2297	141.8282688
2298	141.8020316
2299	141.7794291
2300	141.7618327
2301	141.7467872
2302	141.7268839
2303	141.6766282
2304	141.660939
2305	141.6381807
2306	141.6167844
2307	141.5961212
2308	141.5768157
2309	141.5555543
2310	141.5366703
2311	141.5186433
2312	141.503887
2313	141.4858665
2314	141.4609491
2315	141.451437
2316	141.4371971
2317	141.4228863
2318	141.394661
2319	141.376819
2320	141.3582212
2321	141.337611
2322	141.3228144
2323	141.2998305
2324	141.2757038
2325	141.2607562
2326	141.2436568
2327	141.2264644
2328	141.1619235
2329	141.149624
2330	141.1278271
2331	141.1142506
2332	141.0971334
2333	141.0754891
2334	141.0615004
2335	141.0459463
2336	141.0319975
2337	140.9985503
2338	140.9868475
2339	140.9693826
2340	140.9570182
2341	140.940418
2342	140.9149055
2343	140.9008098
2344	140.8818488
2345	140.8657009
2346	140.8371066
2347	140.8214257
2348	140.8078142
2349	140.786705
2350	140.7699935
2351	140.7501829
2352	140.715117
2353	140.6997448
2354	140.6809822
2355	140.6662346
2356	140.6516144
2357	140.624051
2358	140.6069655
2359	140.5912107
2360	140.5692143
2361	140.5534498
2362	140.5364579
2363	140.4647209
2364	140.4532211
2365	140.4338015
2366	140.4196521
2367	140.4083208
2368	140.3942064
2369	140.3757906
2370	140.3570762
2371	140.3441572
2372	140.3275437
2373	140.3076706
2374	140.2860661
2375	140.2702213
2376	140.2550534
2377	140.2353964
2378	140.1909706
2379	140.1739509
2380	140.1580881
2381	140.1360831
2382	140.1232677
2383	140.1006262
2384	140.085742
2385	140.0675499
2386	140.0538597
2387	140.0388087
2388	140.0160134
2389	139.9962849
2390	139.9794413
2391	139.9635618
2392	139.9461204
2393	139.9319162
2394	139.9175217
2395	139.9037952
2396	139.8874265
2397	139.8413451
2398	139.8272653
2399	139.8116442
2400	139.7966103
2401	139.7673972
2402	139.7516721
2403	139.7375347
2404	139.7163448
2405	139.7063083
2406	139.6928532
2407	139.680008
2408	139.6554824
2409	139.6365579
2410	139.579769
2411	139.5591886
2412	139.5410902
2413	139.4953223
2414	139.4809043
2415	139.4654935
2416	139.4540738
2417	139.4325483
2418	139.411583
2419	139.3946795
2420	139.3808853
2421	139.37012
2422	139.3482183
2423	139.3339803
2424	139.2965349
2425	139.2844396
2426	139.2665822
2427	139.2055449
2428	139.1902448
2429	139.1785094
2430	139.1606873
2431	139.1415706
2432	139.1229672
2433	139.1037801
2434	139.0894465
2435	139.0769258
2436	139.0541792
2437	139.0441221
2438	139.0213212
2439	139.0017397
2440	138.9853843
2441	138.9671406
2442	138.9430384
2443	138.9303685
2444	138.892662
2445	138.8522248
2446	138.8360369
2447	138.8122548
2448	138.7986966
2449	138.7856108
2450	138.7572357
2451	138.7380743
2452	138.7168734
2453	138.7047438
2454	138.6823121
2455	138.6630913
2456	138.6463963
2457	138.6258735
2458	138.6067375
2459	138.5582618
2460	138.5486704
2461	138.5072328
2462	138.4877259
2463	138.4713589
2464	138.4576692
2465	138.4436343
2466	138.4316009
2467	138.416439
2468	138.3976071
2469	138.375666
2470	138.3654723
2471	138.3501339
2472	138.3365304
2473	138.3215438
2474	138.277279
2475	138.2613734
2476	138.2471273
2477	138.2316337
2478	138.2143618
2479	138.1933976
2480	138.1821078
2481	138.163594
2482	138.146587
2483	138.1320611
2484	138.1106249
2485	138.090285
2486	138.0017243
2487	137.985097
2488	137.9658503
2489	137.9457739
2490	137.919965
2491	137.8956085
2492	137.8819274
2493	137.8645295
2494	137.8476117
2495	137.8371542
2496	137.8170316
2497	137.8033975
2498	137.7822556
2499	137.7714915
