epoch,step,train_loss,train_mean_squared_error,valid_loss,valid_mean_squared_error
5,3449,1354657.75,,,
5,3499,2399440.75,,,
5,3549,7786147.0,,,
5,3599,674562.8125,,,
5,3649,579239.875,,,
5,3699,994255.625,,,
5,3749,2955200.5,,,
5,3799,1063600.125,,,
5,3849,1185077.0,,,
5,3899,677544.875,,,
5,3949,2896675.0,,,
5,3999,567725.5,,,
5,4049,767345.625,,,
5,4099,1550827.5,,,
5,4103,,,1249007.5,1249007.5
5,4103,,1654492.625,,
6,4149,1340753.625,,,
6,4199,1224731.25,,,
6,4249,2823198.75,,,
6,4299,2631217.25,,,
6,4349,992767.5,,,
6,4399,1936181.0,,,
6,4449,1282620.125,,,
6,4499,1096651.5,,,
6,4549,809703.125,,,
6,4599,441402.25,,,
6,4649,2217618.5,,,
6,4699,453441.71875,,,
6,4749,2040355.25,,,
6,4787,,,654048.5625,654048.5625
6,4787,,1551996.625,,
7,4799,513207.0625,,,
7,4849,676791.9375,,,
7,4899,728133.0625,,,
7,4949,375533.46875,,,
7,4999,1431813.75,,,
7,5049,490583.875,,,
7,5099,663043.5625,,,
7,5149,1318501.5,,,
7,5199,1254126.0,,,
7,5249,1760979.25,,,
7,5299,5767481.0,,,
7,5349,428974.375,,,
7,5399,1175116.75,,,
7,5449,696536.0625,,,
7,5471,,,532223.25,532223.25
7,5471,,1380225.0,,
8,5499,780001.1875,,,
8,5549,5762060.0,,,
8,5599,784744.0625,,,
8,5649,519259.8125,,,
8,5699,1242464.5,,,
8,5749,1297898.5,,,
8,5799,7381261.5,,,
8,5849,324340.4375,,,
8,5899,275114.46875,,,
8,5949,1322187.125,,,
8,5999,1166190.875,,,
8,6049,1047441.125,,,
8,6099,637908.75,,,
8,6149,557557.0,,,
8,6155,,,504682.25,504682.25
8,6155,,1514135.375,,
9,6199,521759.875,,,
9,6249,1241511.0,,,
9,6299,592653.8125,,,
9,6349,3989166.0,,,
9,6399,1313523.0,,,
9,6449,1998739.375,,,
9,6499,2241679.5,,,
9,6549,1233279.5,,,
9,6599,364883.875,,,
9,6649,1412870.75,,,
9,6699,1723390.5,,,
9,6749,628211.5,,,
9,6799,1452432.5,,,
9,6839,,,191729.328125,191729.328125
9,6839,,1434440.5,,
10,6849,1285271.125,,,
10,6899,3235582.75,,,
10,6949,664365.375,,,
10,6999,548510.0625,,,
10,7049,815820.125,,,
10,7099,1132329.375,,,
10,7149,256177.5,,,
10,7199,1223101.125,,,
10,7249,397450.375,,,
10,7299,1498913.125,,,
10,7349,1555424.0,,,
10,7399,966209.875,,,
10,7449,254732.71875,,,
10,7499,3372254.25,,,
10,7523,,,294610.03125,294610.03125
10,7523,,1292952.5,,
11,7549,537679.75,,,
11,7599,3859103.0,,,
11,7649,439741.53125,,,
11,7699,961720.75,,,
11,7749,222958.96875,,,
11,7799,595438.1875,,,
11,7849,490093.3125,,,
11,7899,1330463.75,,,
11,7949,1485101.75,,,
11,7999,265767.03125,,,
11,8049,1303725.5,,,
11,8099,519181.875,,,
11,8149,606854.1875,,,
11,8199,962935.5,,,
11,8207,,,497937.78125,497937.78125
11,8207,,1230136.0,,
12,8249,853707.0,,,
12,8299,1525176.25,,,
12,8349,665399.0,,,
12,8399,627444.6875,,,
12,8449,628481.25,,,
12,8499,3456951.0,,,
12,8549,204628.421875,,,
12,8599,2463384.0,,,
12,8649,3289512.25,,,
12,8699,1480770.5,,,
12,8749,175269.25,,,
12,8799,5079907.0,,,
12,8849,374949.15625,,,
12,8891,,,195138.90625,195138.90625
12,8891,,1305246.0,,
13,8899,235386.140625,,,
13,8949,361623.1875,,,
13,8999,2544545.5,,,
13,9049,1110713.75,,,
13,9099,3742983.0,,,
13,9149,264349.3125,,,
13,9199,1503830.75,,,
13,9249,6149252.0,,,
13,9299,481287.9375,,,
13,9349,1031856.8125,,,
13,9399,991705.125,,,
13,9449,260162.0625,,,
13,9499,1514911.75,,,
13,9549,1195544.25,,,
13,9575,,,759357.5,759357.5
13,9575,,1284120.0,,
